gene_id,acinar,alpha,beta,delta,ductal,endothelial,epsilon,gamma,unclear
gene_name-9389,-0.06449615,-0.017684469,0.07337373,-0.06449611,-0.06449615,-0.06449615,-0.06449615,-0.06449611,-0.06449615
gene_name-9392,-0.066737406,0.026906861,-0.06673736,-0.066737406,-0.066737406,-0.066737406,-0.0667374,-0.066737406,-0.0667374
gene_name-9396,-0.6069945,-0.08569444,0.20739718,0.23854531,-0.3487199,-0.60699445,-0.60699445,0.30589363,-0.60699445
gene_name-9398,-0.09392749,0.0865983,-0.09392741,-0.09392743,-0.093927495,-0.09392747,-0.09392747,-0.09392743,-0.09392747
gene_name-9431,1.2883993,-0.0938416,0.044063155,-0.09384171,-0.093841694,-0.09384171,-0.09384171,-0.093841694,-0.09384171
gene_name-9440,0.1308264,0.10754022,-0.2219144,-0.01572016,-0.06874256,-0.5565178,-0.5565178,-0.06759841,0.45721397
gene_name-9452,-1.1210848,0.006151519,-0.033938505,0.6777816,-1.2429203,-1.3195529,0.64107543,0.45346054,-1.3195529
gene_name-9486,-0.06542023,-0.065420166,-0.06542019,-0.0654202,-0.06542024,-0.06542023,-0.06542023,0.2940591,-0.06542023
gene_name-9491,-0.0014218007,0.088530414,-0.2206619,-0.22494785,-0.4905259,-0.49052587,-0.49052587,0.38503173,1.090153
gene_name-9518,-0.837905,-0.07276644,0.37943295,0.30934143,-0.617435,-1.0175239,-0.23895973,0.2026565,-1.017524
gene_name-9522,0.47147614,-0.06586092,-0.07054122,-0.054327104,-0.16243416,3.1553943,-0.16243419,-0.043235116,-0.16243419
gene_name-9524,-0.8031079,0.81480235,-0.7510456,-0.74743986,-0.71737504,-0.8713527,-0.8713527,-0.70323104,-0.8713527
gene_name-9532,-0.22974046,-0.21303588,0.089581795,-0.2297404,1.7661719,2.0906074,-0.22974049,0.103279285,-0.22974049
gene_name-9535,0.030951193,-0.14183705,-0.045003593,-0.16741052,2.2461126,-0.1674106,-0.1674106,-0.16741054,1.6514469
gene_name-9540,-0.32362014,-0.30752417,-0.50251836,1.1357871,-0.09451032,1.3603412,-0.58517826,0.8153349,-0.58517826
gene_name-9542,-0.073900394,-0.14684656,0.4873048,0.42300558,0.00260627,-0.56145495,0.39113545,-0.38863477,-0.28797546
gene_name-9545,-0.093646295,-0.09364639,0.03371128,-0.09364634,0.8203142,1.5292343,-0.093646295,-0.09364635,-0.093646295
gene_name-9550,-0.5573975,0.30976805,-0.38193187,-0.5208982,-0.5573975,-0.55739737,-0.55739737,0.32911867,-0.55739737
gene_name-9553,0.053233657,-0.039023455,6.418522e-06,-0.061748568,1.0042174,-0.32568738,-0.32568738,-0.14806369,-0.32568738
gene_name-9561,-0.11501453,-0.11501456,0.5939798,-0.115014546,-0.11501453,-0.11501449,-0.11501449,-0.115014546,-0.11501449
gene_name-9564,-0.18854232,-0.18854178,-0.051275134,1.2232229,-0.18854232,-0.18854229,-0.18854229,-0.18854235,-0.18854229
gene_name-9565,0.9598763,-0.059641648,-0.024053952,-0.20054387,0.8286974,-0.26253507,-0.26253507,-0.18849452,-0.26253507
gene_name-9584,-0.13549273,-0.20800993,-0.24170609,0.081995584,0.18599395,1.1668471,-0.4774202,0.882463,0.6550942
gene_name-9598,-0.08025004,-0.0342625,0.057835512,-0.08025005,0.37794322,-0.080250055,-0.080250055,-0.08025006,-0.080250055
gene_name-9604,-0.08089009,-0.08088999,-0.08089015,-0.080890134,1.2750183,-0.0808901,-0.0808901,-0.080890134,-0.0808901
gene_name-9612,-0.092706814,-0.092706725,-0.09270679,-0.09270684,-0.09270681,6.1500897,-0.09270683,-0.09270682,-0.09270683
gene_name-9613,-0.10372266,-0.103722855,0.01308992,-0.10372261,0.74670976,2.635626,-0.10372264,-0.10372261,-0.10372264
gene_name-9652,0.632986,-0.104237445,-0.17277215,0.02816162,0.6621918,3.5527298,0.8946722,-0.29751268,-0.38756526
gene_name-9654,-0.009565316,-0.16354983,-0.0737643,0.24069476,0.2893013,4.035108,-0.20681685,-0.031357586,-0.20681685
gene_name-9659,0.07100922,0.15728106,-0.40415055,0.10746972,0.65639853,-1.1553165,1.1763831,-0.40804857,0.7447803
gene_name-9661,-0.21240231,-0.11699594,0.057205718,0.27023545,0.22506948,-0.2124023,-0.2124023,0.14800991,-0.2124023
gene_name-9672,-0.247904,0.17640646,-0.24790388,-0.2479039,-0.247904,-0.24790402,-0.247904,0.11512936,-0.247904
gene_name-9680,-0.42162547,0.022144398,-0.11625503,0.22316225,-0.42162544,-0.4216254,-0.4216254,0.25435698,-0.4216254
gene_name-9709,1.0573895,-0.06503632,-0.11206925,0.011755912,0.17977007,-0.112069346,-0.11206934,-0.11206927,-0.11206934
gene_name-9736,-0.103706576,-0.103706405,0.10732642,-0.103706524,1.1939224,-0.103706546,-0.103706546,-0.10370652,-0.103706546
gene_name-9741,-0.10444925,-0.10444899,-0.00010105743,-0.104449265,1.125335,1.5796256,-0.10444923,-0.104449265,-0.10444923
gene_name-9743,1.3902572,-0.1718478,0.0698428,-0.13660547,0.9637886,0.3721373,0.938116,-0.31416586,1.0871286
gene_name-9744,1.6702014,-0.1718886,-0.12495381,-0.19364843,0.9022058,-0.19364852,-0.19364852,0.0599054,-0.19364852
gene_name-9764,1.9816221,-0.11240875,-0.17921463,-0.2063499,1.0495857,-0.3858138,-0.65232104,-0.2957134,1.8308356
gene_name-9775,-0.6234845,0.090405636,-0.39500046,0.1974274,-0.31044185,-0.993231,0.70691496,0.41742206,0.013488188
gene_name-9777,0.67972517,0.069715545,-0.3218387,-0.0023381081,0.293333,-0.6338482,-0.6338482,-0.14689794,0.5994083
gene_name-9788,-0.11526832,-0.11526856,0.48019758,-0.11526827,0.2666289,-0.11526834,-0.115268335,-0.11526827,-0.115268335
gene_name-9790,-0.43095478,-0.3055147,1.7332325,-0.40017885,-0.34183934,-0.12319448,-0.4309547,-0.3931171,0.27773002
gene_name-9791,-1.5576963,0.64579165,0.11606249,-0.04322887,-0.8431893,-1.5341954,-1.7505773,-1.4222677,-0.70576364
gene_name-9792,0.25509435,-0.12998736,0.15526186,-0.165082,0.8280925,0.63461965,-0.32603803,-0.10118671,2.1491292
gene_name-9796,-0.42095685,-0.02742249,0.17534748,-0.5145186,0.36166596,-0.09246898,0.9801364,0.34393772,0.29119486
gene_name-9816,0.6734727,-0.005903495,-0.123693794,-0.12369381,0.49434373,-0.12369376,-0.12369375,-0.12369382,-0.12369375
gene_name-9823,0.9627356,-0.1429351,0.13276364,0.32249537,0.15737037,-1.0622796,-1.0622796,-0.24960394,1.371773
gene_name-9825,0.30019698,-0.11268729,-0.037444532,-0.1995633,1.3271894,-0.19956328,-0.19956328,0.07198791,-0.19956328
gene_name-9834,-0.47641823,0.31283647,-0.38360304,-0.15588295,-0.14068413,-0.47641823,-0.4764182,-0.23448054,-0.4764182
gene_name-9853,-0.53790575,0.36488938,-0.5379063,-0.4243074,0.41704035,0.15768562,-0.53790575,-0.23873535,-0.53790575
gene_name-9855,-1.7077245,-0.08837834,0.3714302,0.57966554,-1.4441167,0.47728792,0.32017407,0.51819915,-1.8628845
gene_name-9869,-0.42774233,-0.35985014,0.50214744,0.60077167,-0.46917117,-1.1803039,-0.3557256,0.6934237,-1.4320202
gene_name-9896,-0.5906011,0.21113959,-0.39379767,0.080166765,-0.590601,-0.5906012,-0.5906012,0.18580754,-0.5906012
gene_name-9927,-0.44771284,-0.27241942,1.1597334,-0.049409535,-0.35035226,-0.06295856,-0.44771284,-0.07487856,-0.44771284
gene_name-9932,-0.19378537,-0.123899214,0.07561918,-0.19378535,1.3164897,-0.19378535,-0.19378535,0.15059593,-0.19378535
gene_name-9941,0.71861655,-0.1117076,-0.37546188,-0.1543982,0.9335692,1.6261158,0.24110875,0.17477836,1.9764882
gene_name-9959,-0.53318703,-0.05168685,-0.043382492,0.35360044,-0.38711426,0.14479142,1.0195103,0.17895658,1.1614277
gene_name-9974,0.2326889,-0.021496618,-0.114687085,0.062719345,0.5506196,-0.11468718,-0.11468718,-0.11468711,-0.11468718
gene_name-9990,1.0415571,-0.14099844,-0.14099815,0.10383818,1.024419,-0.14099814,-0.14099815,-0.14099824,-0.14099815
gene_name-10001,-0.1950333,-0.10168488,0.011816165,-0.19503316,0.83948,4.142485,-0.1950333,-0.12698561,-0.1950333
gene_name-10006,-0.55869263,-0.28848937,0.45614132,1.0471885,-0.31975532,0.079476535,-0.55869263,-0.11159111,-0.55869263
gene_name-10013,-0.10366358,-0.10366375,-0.10366354,0.7187497,-0.103663586,-0.103663586,-0.103663586,-0.10366357,-0.103663586
gene_name-10040,-0.20396584,-0.36297667,-0.1069112,0.29654142,0.27997097,-0.07948511,2.2927632,1.1197879,0.717396
gene_name-10047,-0.5999769,0.26917222,-0.71792954,0.5132542,-0.10828888,-0.6165106,0.6546614,-0.23212528,-1.1475358
gene_name-10096,0.07549243,-0.14616928,-0.08258737,-0.14616907,0.7869721,5.8455963,-0.146169,-0.14616907,-0.146169
gene_name-10099,0.45121714,-0.30966467,1.3872862,-0.3338889,-0.23323761,-0.62112546,0.11496061,-0.32311338,0.12452152
gene_name-10110,-0.10464047,-0.104640454,-0.10464048,-0.10464048,-0.10464048,-0.10464046,-0.104640454,0.7055212,-0.104640454
gene_name-10111,-0.124839045,-0.3237037,-0.006926673,0.40491638,-0.12750746,-0.3718742,0.5151154,0.95242006,0.9667928
gene_name-10112,-1.1196359,-0.31000495,0.343278,0.30290556,-0.57544154,-0.5951635,0.9876766,1.1252205,0.1465428
gene_name-10119,-0.08057662,0.01319619,-0.08057657,0.10962297,-0.08057663,-0.080576606,-0.080576606,-0.08057661,-0.080576606
gene_name-10122,0.1290396,-0.09838236,0.1733328,-0.1449629,1.047258,-0.14496297,-0.14496297,-0.1449629,-0.14496297
gene_name-10128,0.45631114,-0.07177417,-0.1121564,0.67572325,-0.4438868,-0.53886324,-0.5388633,-0.118265755,-0.5388633
gene_name-10158,0.5978359,-0.08164356,-0.15147047,0.08515038,0.44939372,-0.6487079,-0.6487079,0.14542007,-0.6487079
gene_name-10162,1.8746938,-0.2583425,-0.099270135,0.21066065,1.2261354,-0.27358988,-0.27358988,-0.2139708,-0.27358988
gene_name-10163,-0.20597073,0.003620234,-0.025106158,-0.11422196,0.5211072,-0.20597075,-0.20597073,0.03623024,-0.20597073
gene_name-10196,0.30697137,-0.110136345,-0.07449585,0.05290874,0.56465614,0.57919,1.0240064,-0.022884097,1.6014178
gene_name-10201,-0.09317304,-0.008177512,-0.093173034,-0.093173034,-0.093173034,-0.09317306,-0.09317306,0.26198408,-0.09317306
gene_name-10222,0.2176921,-0.0770264,-0.094375536,-0.06994172,1.2874466,-0.16928937,-0.16928937,-0.072241046,-0.16928937
gene_name-10227,2.9892035,-0.1607106,-0.21843103,-0.36372772,0.22474517,-0.36372784,-0.36372784,0.02636629,1.7457528
gene_name-10238,0.9454025,-0.09165076,-0.042590585,-0.23967673,1.1061496,1.1086737,-0.34557426,-0.24895525,-0.34557426
gene_name-10243,1.0844736,-0.13285728,-0.17336024,-0.23899484,1.0210489,3.1528254,1.797051,-0.23899482,-0.23899487
gene_name-10247,1.2653521,-0.24493442,0.026654223,-0.2984791,0.6146463,-0.2984792,-0.2984792,0.45700878,1.6175606
gene_name-10265,-0.10436667,-0.064935215,0.034049235,0.05357781,0.2437473,-0.10436666,-0.10436666,0.07606839,-0.10436666
gene_name-10277,-0.09750666,-0.1662723,0.28826416,0.08618646,0.062206328,0.31368497,-0.25622737,0.12696727,1.1683233
gene_name-10296,-1.6027834,0.17861663,-0.25583616,0.51203805,-1.6027833,-1.0877187,-1.6027837,0.5846771,-0.47744125
gene_name-10301,0.18138632,-0.25242156,0.38896698,-0.09230914,0.39204562,0.5410318,-0.41448087,0.21831763,1.8456104
gene_name-10303,0.45325625,-0.015314486,0.039548602,-0.19435808,0.6564348,-0.25802588,-0.25802588,-0.25802606,1.6301129
gene_name-10316,-0.0796955,-0.03281331,-0.079695545,-0.079695486,0.37847236,-0.07969552,-0.07969552,-0.0796955,4.439335
gene_name-10335,-0.7241078,0.3868416,-0.24941586,-0.29394466,-0.7241078,-0.45085284,-0.7241078,-0.22582774,-0.7241078
gene_name-10342,0.3890185,-0.24855478,-0.052618086,0.60818243,0.5324994,-0.31584036,1.1008377,0.013151573,2.059578
gene_name-10344,-1.1832708,0.19167839,0.16602995,0.056649838,-1.1383549,-1.2781624,-1.2781624,0.113225736,-1.2781624
gene_name-10358,0.30601278,-0.10442729,0.0339896,-0.10442717,1.0729483,-0.10442712,-0.10442713,-0.104427174,-0.10442713
gene_name-10370,0.31097844,-0.10417046,-0.21954796,-0.07303789,1.8471711,-0.26674938,-0.26674938,-0.08804483,1.0953792
gene_name-10373,-0.74117666,0.23566243,-0.33544537,-0.20422962,-0.74117666,-0.74117666,0.10569814,0.39701602,-0.7411767
gene_name-10374,-0.16473602,-0.1029055,-0.025043173,0.1078376,-0.16473602,4.161645,-0.16473602,0.018039426,-0.16473602
gene_name-10379,-0.09293797,-0.051050667,0.045321472,-0.092937954,0.36583182,-0.09293798,-0.09293798,0.065865874,-0.09293798
gene_name-10384,-0.47310463,-0.14935443,0.71981966,-0.22234897,-0.103192955,-0.5615755,-0.56157553,0.16375133,-0.56157553
gene_name-10387,-1.4155666,0.57134366,-0.050115723,-0.5419848,-1.2588187,-1.2890333,-0.8023614,-0.42709073,0.11082719
gene_name-10390,1.3246764,-0.14492874,-0.04041598,-0.16034853,1.2805911,-0.2761096,-0.2761096,-0.27610967,2.1441529
gene_name-10424,-0.08073472,-0.033847526,0.057357535,0.10946782,-0.08073472,-0.08073472,-0.080734715,-0.08073472,-0.080734715
gene_name-10430,0.12563905,-0.113599166,0.00036720594,-0.11359886,1.6034303,-0.113598906,-0.113598906,-0.11359886,-0.113598906
gene_name-10464,-0.14089076,-0.08857043,-0.14089078,-0.1408907,1.2316064,3.5186145,-0.14089076,-0.14089069,-0.14089076
gene_name-10566,-0.081213325,-0.034333907,0.05688545,-0.081213295,-0.081213325,1.5989889,-0.08121332,-0.0812133,-0.08121332
gene_name-10568,-0.06464402,-0.06464392,-0.064644024,-0.064644046,0.8503236,-0.06464403,-0.06464403,-0.064644046,-0.06464403
gene_name-10570,-0.15636794,0.014459832,-0.083200224,-0.046599533,0.25122347,-0.15636791,-0.15636791,0.08491101,-0.15636791
gene_name-10572,-0.093509465,-0.09350963,0.044757687,-0.093509495,1.2071458,-0.09350949,-0.09350949,-0.0935095,-0.09350949
gene_name-10574,-0.10436728,-0.10436754,0.010315155,-0.10436726,1.5632519,-0.10436731,-0.10436731,-0.10436726,-0.10436731
gene_name-10575,-0.1894774,-0.08055986,-0.04899299,-0.18947732,1.8489872,-0.18947737,-0.18947737,-0.06901362,-0.18947737
gene_name-10595,-0.06516283,0.116888225,-0.104919024,-0.057194896,0.29836622,0.53931123,0.07322788,-0.39142865,-0.5492489
gene_name-10597,1.1392808,-0.3053786,0.09564055,-0.315528,1.6256568,3.6527803,-0.36377436,-0.116906546,0.5329865
gene_name-10598,-0.12132303,-0.12132277,0.0063994597,-0.12132307,1.917096,-0.12132303,-0.12132303,-0.12132307,-0.12132303
gene_name-10612,0.18034849,-0.12325232,-0.03005863,-0.12325202,-0.123252064,5.6516647,-0.12325204,0.0070478492,-0.12325204
gene_name-10618,1.1834561,-0.27211097,0.17406024,0.13825858,0.17051584,-0.3828205,-0.3828205,0.20305522,0.77868944
gene_name-10619,0.2590388,-0.2593999,0.40438104,-0.28086418,0.31609192,-0.3880137,-0.3880137,0.5825604,-0.3880137
gene_name-10620,2.788705,-0.16421074,-0.16374102,-0.20646383,0.4303198,-0.20646392,-0.2064639,-0.13864772,-0.2064639
gene_name-10621,1.2079015,-0.05946641,-0.105022565,-0.10502261,0.2874607,-0.10502267,-0.10502267,-0.1050226,-0.10502267
gene_name-10626,0.55398864,-0.11755954,0.29870242,-0.14386989,-0.068258114,-0.2221905,-0.2221905,0.056873243,-0.2221905
gene_name-10627,1.070103,-0.31642804,0.44218203,-0.19992661,0.628652,-0.45575574,0.49974722,0.19966304,0.3000509
gene_name-10653,1.4169772,-0.1990184,0.28010032,-0.09707481,0.27616513,0.46270892,-0.40489277,-0.2727637,2.4814072
gene_name-10682,0.026259195,-0.08576914,0.14446673,0.06051562,0.08556395,-0.46547604,-0.46547604,0.12335441,-0.46547604
gene_name-10683,0.0074395495,-0.04917195,0.14295371,0.011812388,-0.38608348,-0.9504532,-0.14753339,0.28071207,-0.937102
gene_name-10696,1.6261778,-0.25241426,-0.27347046,0.73202795,0.24478254,-0.5727617,0.18653521,-0.025480818,0.19522718
gene_name-10704,-0.5527955,0.5949796,-0.76843935,-0.5511563,-0.14432898,-1.058674,-0.22241443,-0.33777064,-1.058674
gene_name-10707,2.5305772,-0.18222253,-0.15666959,-0.08967886,0.52943665,-0.2973014,-0.2973014,-0.20008907,2.0806375
gene_name-10708,0.6359464,-0.17087406,0.112807445,-0.12384431,1.3893955,-0.36591384,-0.36591384,-0.1382816,0.90815294
gene_name-10716,0.68253124,-0.18909037,-0.18908983,0.16760541,0.4884539,-0.18909,-0.18908998,0.28856117,2.924495
gene_name-10730,-0.053147785,-0.08692894,0.21535158,-0.08697381,0.38403285,-0.124673225,-0.47652894,-0.0062830946,1.1494933
gene_name-10734,2.4026425,-0.16912045,-0.03043809,-0.10388679,-0.18622202,0.7712696,-0.18622197,-0.10986591,-0.18622197
gene_name-10750,0.36688748,0.005221032,-0.11476846,-0.11476847,0.58324856,-0.11476841,-0.11476841,-0.11476847,-0.11476841
gene_name-10752,-0.12429103,-0.1242909,0.3346711,0.036688406,-0.12429103,2.1915116,-0.12429103,-0.12429098,-0.12429103
gene_name-10753,-0.10456441,-0.10456453,-0.10456432,-0.10456436,-0.10456442,7.4555416,-0.104564406,-0.104564354,-0.104564406
gene_name-10754,1.423029,-0.12770185,-0.15561482,-0.01891845,0.7124931,-0.15561473,-0.15561473,-0.15561482,2.1096497
gene_name-10759,-1.5401664,0.41828328,-0.07704741,0.08020465,-1.2766755,-1.6877617,0.16946664,-0.26721042,-1.6877618
gene_name-10761,-0.28740034,0.07653675,0.37009588,-0.37260467,-0.093517214,-0.61281395,-0.048050404,-0.23335242,0.60458183
gene_name-10769,1.1491146,-0.25331497,-0.09775157,0.031025792,1.0487373,1.4754834,0.15243839,0.07999279,-0.44343203
gene_name-10770,1.2104464,-0.23113866,-0.005676934,-0.2648407,1.3071003,1.3644236,0.547044,-0.037702013,1.4004616
gene_name-10783,-0.120858215,-0.09275722,-0.12085821,-0.011676551,0.16416933,5.670063,-0.12085824,-0.1208582,-0.12085824
gene_name-10785,-0.07383771,0.33749688,-0.8225864,-0.0949301,-0.32539687,1.2133845,0.6146358,-0.17127244,1.1546745
gene_name-10797,-0.12487492,-0.12487466,-0.0052653663,-0.124874964,2.0324996,-0.12487494,-0.12487494,-0.124874964,-0.12487494
gene_name-10803,0.90211177,0.15475704,0.06644796,-0.5321594,-0.116834685,-0.6003997,0.35377035,-0.39638075,-0.6003997
gene_name-10811,0.35210386,-0.06152551,-0.05164482,-0.27184415,1.6160611,-0.27184427,-0.27184427,-0.1575584,-0.27184427
gene_name-10812,0.20790266,0.052330595,-0.16894147,0.21553004,-0.21993314,-0.33356822,-0.33356822,-0.1166637,-0.33356822
gene_name-10820,-0.01882732,0.19225948,-0.5128994,-0.1289783,0.5171785,-0.5289495,1.2204282,-0.101193324,-0.82056475
gene_name-10841,-0.6299428,0.6223427,-0.48728937,-0.59662724,-1.1125473,-1.3146137,0.3398751,-0.3622075,-0.70696616
gene_name-10855,0.7266045,-0.11413971,-0.018851131,-0.114140026,1.0767658,-0.114140026,-0.11414002,-0.114140026,-0.11414002
gene_name-10877,0.80202067,-0.0003678322,0.008024025,-0.17223251,0.4872963,0.71548796,-1.0801008,-0.44423887,1.9016733
gene_name-10914,0.12897308,0.14044805,0.21880467,-0.45370728,-0.15005495,-0.63166124,0.7298733,-0.36991093,0.7577342
gene_name-10918,-0.38279462,0.12412527,-0.36274067,-0.12923816,-0.25462958,-0.108103245,0.4268929,0.38407674,-0.71505016
gene_name-10937,-0.92356616,0.07014392,-0.15470783,0.6424225,-0.37085536,-0.92356616,1.235317,-0.11848288,-0.28808475
gene_name-10948,1.1877925,-0.025718203,-0.10396863,-0.10396863,-0.10396864,-0.10396867,-0.10396867,-0.10396863,-0.10396867
gene_name-10950,0.016113725,-0.15195194,0.021275364,-0.072874084,0.975172,-0.029147169,-0.41276574,0.15761371,2.680407
gene_name-10953,-0.11876442,-0.11876473,0.019848803,-0.11876441,1.7300583,-0.11876444,-0.11876444,-0.11876441,-0.11876444
gene_name-10954,-0.08073178,-0.080731675,-0.08073184,-0.080731824,1.2681326,-0.08073179,-0.08073179,-0.080731824,-0.08073179
gene_name-10957,-0.11509965,-0.11509946,-0.025038084,-0.11509959,1.9403697,-0.115099646,-0.11509964,-0.11509957,-0.11509964
gene_name-10971,0.58783424,-0.17616238,-0.42813253,0.7649266,0.43756267,0.7087644,-0.7290781,0.0083501395,1.6773009
gene_name-10985,-0.13159959,-0.05785438,-0.1315995,-0.13159953,-0.13159959,-0.13159956,-0.13159958,0.6427684,-0.13159958
gene_name-10990,0.6716245,0.026445467,0.30636823,-0.7045218,0.059762273,0.9997365,0.06577164,-0.26341936,1.245837
gene_name-10991,-0.12603343,-0.07690714,-0.27727392,-0.056712907,1.7573712,2.2408297,1.6087049,-0.22038259,-0.27727404
gene_name-10993,-0.51893353,-0.11009674,0.08164552,1.0669342,-0.2847811,-0.28376806,-0.62305313,-0.36599755,0.88525355
gene_name-11006,0.9615947,-0.17376688,0.10361706,-0.2513407,1.2561301,0.94351846,-0.014606595,-0.19365288,0.25061953
gene_name-11024,0.31194255,-0.004414662,-0.09248969,-0.092489675,-0.09248961,-0.09248962,-0.09248962,0.08773335,-0.09248962
gene_name-11047,0.7592009,-0.015730556,-0.3693872,0.17333677,0.29537213,0.507454,-0.9659552,-0.072125256,0.82263434
gene_name-11049,-0.52218944,-0.017861286,0.43531463,0.26972905,-0.8346159,-1.0704042,-0.2916455,-0.12895295,0.6605973
gene_name-11050,0.5011243,-0.09991722,-0.0077755605,0.03991645,0.20864639,-0.13316123,-0.13316123,0.1098572,-0.13316123
gene_name-11061,-0.3764058,0.19815773,-0.38747063,0.042296488,0.055460725,1.5369042,2.458608,-0.45913643,0.8485216
gene_name-11062,-0.20727976,0.06499027,0.20361519,-0.20727983,0.008289283,-0.2072798,-0.2072798,-0.20727985,-0.2072798
gene_name-11064,-0.24313624,-0.17672107,0.38233644,0.52299905,-0.24313626,-0.24313624,-0.24313624,-0.17553721,2.2977831
gene_name-11070,-0.0734787,-0.04417794,-0.025933322,0.0076456172,0.2583973,0.35621488,-0.24406032,0.10148944,-0.24406032
gene_name-11076,1.461287,-0.18779515,-0.039608113,-0.18779524,0.98295003,0.5718723,-0.18779516,-0.18779527,4.184724
gene_name-11092,-0.2634031,0.1750391,-0.263403,-0.263403,-0.083148964,-0.26340315,1.526926,0.035169322,-0.26340312
gene_name-11094,0.4200976,-0.04298952,-0.07919007,-0.20642254,1.1649178,-0.20642246,-0.20642246,-0.20642255,2.3623796
gene_name-11097,-1.9013617,0.34233633,-0.18072014,0.27895895,-1.9558895,-2.3831537,0.17581171,0.4728074,-2.3831537
gene_name-11107,0.23374613,-0.30519998,0.05519846,0.30673167,0.81022185,-0.334268,-0.334268,0.4090428,1.1830169
gene_name-11114,0.69299775,-0.12222635,-0.13790163,0.18528558,0.6608029,0.51742774,-0.56318796,-0.1142516,0.927309
gene_name-11115,2.071104,-0.21037672,-0.03813271,-0.29454643,1.1473106,0.8115175,-0.3473241,-0.21434152,1.360126
gene_name-11117,0.22681454,-0.043463677,0.19973041,-0.069241405,0.28468272,0.2768172,-0.53792405,-0.26605564,0.86107755
gene_name-11121,0.70185596,-0.22783822,-0.01836433,-0.04843891,0.8073787,1.2142786,0.14532134,0.1880494,1.1423213
gene_name-11124,0.048144717,-0.11675659,-0.073972516,-0.2174928,1.2334771,1.7925931,2.3895671,-0.14032677,3.1029077
gene_name-11126,0.9817169,-0.053623404,-0.3295857,-0.12039684,0.73792577,-0.74308544,0.39882267,0.078855835,2.1821668
gene_name-11138,-1.1549759,0.44353738,-0.4440063,0.14752665,-1.7761265,-0.78160506,0.4554987,-0.0256335,-1.1117938
gene_name-11139,-0.13246395,-0.10530599,0.073919274,0.59779733,-0.13246395,-0.13246395,-0.13246396,-0.13246395,-0.13246396
gene_name-11157,0.09705964,-0.1370773,-0.017138937,0.07927662,0.06319366,5.413605,-0.16043545,-0.16043557,-0.16043545
gene_name-11168,0.24152014,-0.0780768,-0.010417114,0.07802061,0.5854857,-0.1127866,-0.1127866,-0.11278665,-0.1127866
gene_name-11195,-0.8385875,-0.035866674,0.30950356,-0.14461331,-0.7500314,-0.83858734,1.5237803,0.5456117,-0.8385874
gene_name-11196,-0.105542675,-0.105542965,-0.10554267,-0.10554267,-0.10554267,7.7242856,-0.10554268,-0.10554267,-0.10554268
gene_name-11211,-0.12236721,-0.061482847,-0.12236725,-0.12236726,0.5832032,4.2693768,-0.12236722,-0.12236727,-0.12236722
gene_name-11218,-0.22301248,-0.048222784,0.22755817,0.087859474,0.22304922,-0.34518635,1.5981739,-0.20641157,-0.34518635
gene_name-11249,-0.11296655,0.1104024,-0.11296655,-0.112966545,-0.112966545,-0.112966545,-0.11296655,-0.112966545,-0.11296655
gene_name-11250,0.23723741,0.04754299,-0.08188844,-0.13693853,0.22980456,-0.281158,1.4763249,-0.13798676,-0.28115803
gene_name-11264,-1.2429183,0.23795877,-0.2282052,0.61466324,-1.2429181,-1.2429185,-1.2429185,-0.021511752,-1.2429185
gene_name-11286,-0.13932107,-0.074349776,0.1647706,-0.028063742,0.10663665,1.2880229,-0.13932107,-0.024818843,-0.13932107
gene_name-11289,-0.011210072,-0.12448205,-0.14039877,-0.19543207,1.4589562,3.7654445,-0.19543214,-0.19543205,2.125706
gene_name-11290,0.69701695,-0.17376366,0.03690991,-0.15082882,1.3631916,0.6045461,-0.27969158,-0.15228517,1.7456076
gene_name-11292,-0.12315815,-0.020266311,-0.12315811,0.045639854,0.48137906,1.5640349,-0.12315814,-0.12315809,-0.12315814
gene_name-11293,-0.15376762,-0.12089129,-0.1537676,0.23020056,0.0632596,6.0132375,-0.15376763,-0.1537676,-0.15376763
gene_name-11296,-0.14605786,-0.011931135,-0.146058,-0.04506909,-0.14605786,4.231919,-0.14605787,-0.051977,-0.14605787
gene_name-11297,0.114028916,-0.14720687,0.019387491,-0.14720666,1.7286366,-0.14720656,-0.14720657,-0.14720666,3.516335
gene_name-11307,-0.09375848,-0.046810832,0.18278304,-0.09375854,-0.09375847,-0.09375849,-0.09375849,0.05430529,-0.09375849
gene_name-11315,-0.18929344,-0.18929319,-0.08974032,-0.1892935,-0.18929344,-0.18929349,-0.18929349,1.2020406,-0.18929349
gene_name-11321,-0.5082833,0.16723278,-0.50680053,0.07207093,-0.5924054,0.08225286,0.77463555,0.33085388,0.17894325
gene_name-11326,-0.14727162,-0.0942175,0.111411355,-0.034355596,0.60839474,-0.14727162,-0.1472716,0.09152292,-0.1472716
gene_name-11330,-0.4858806,0.27840784,-0.6547526,-0.58742267,-0.18166453,-0.45824328,-0.71060574,0.694012,-0.71060574
gene_name-11341,-0.081213586,-0.08121367,-0.08121351,-0.08121353,-0.081213586,4.959393,-0.081213586,-0.08121353,-0.081213586
gene_name-11342,-0.35028604,-0.39959773,1.5625945,0.11785476,-0.2334456,-0.558244,-0.558244,-0.33400366,0.6299568
gene_name-11349,-0.20195132,0.0017535301,0.22060655,0.022772286,-0.20195132,-0.20195134,-0.20195134,-0.12472849,-0.20195134
