index,B-cell,CD14+ Monocyte,CD4 T-cell,CD8 T-cell,Dendritic cell,FCGR3A+ Monocyte,Megakaryocyte,NK cell
REEP3,0.005949709,0.0750129,-0.08676627,-0.017712642,0.2594432,-0.03067404,0.059014734,-0.042164214
SIRT1,0.024948867,-0.04548328,-0.01446925,-0.062168706,-0.091166474,0.039649203,0.14739996,0.05257065
PBLD,-0.0465113,-0.026378134,-0.0013246331,-0.017642055,-0.046511304,-0.046511296,-0.046511367,-0.046511468
HNRNPH3,0.19710697,-0.15243518,0.0035872331,0.0552385,-0.050538413,-0.015599924,0.14234824,-0.062084094
SRGN,-0.12141041,0.7431181,-0.6184452,0.13743834,0.920783,0.97930324,0.8261782,-0.82582426
TACR2,-0.03361395,-0.013506392,-0.018570973,-0.033613894,-0.03361383,-0.03361382,-0.033613805,-0.004361278
TSPAN15,0.02797312,-0.08790456,-0.0048728567,0.10647379,-0.08790421,-0.025639348,0.20064019,-0.08790407
PRF1,-0.25540948,-0.33385465,-0.3069179,0.62476426,-0.31402183,2.8637493,-0.28013358,-0.3457592
MICU1,-0.0299271,0.102005616,-0.050323177,-0.009440117,0.20802659,0.049989037,0.07761842,-0.13272792
CAMK2G,-0.02892142,-0.020074653,0.090844065,-0.009906977,-0.07753501,-0.041857023,0.35375485,-0.07922754
RP11-178G16.4,-0.0069500366,-0.012561452,-0.0076381923,-0.05285341,-0.05285347,-0.052853473,-0.05285338,-0.023544881
ZNF503,-0.050047483,0.050654486,-0.05004737,-0.05004763,-0.05004752,-0.050047513,1.0160815,-0.05004764
PPIF,-0.11739948,0.32780015,-0.119205765,-0.0769518,0.03865705,-0.1009565,0.3779301,-0.0334272
ATAD1,0.100716546,-0.13349156,-0.0034772763,0.0997791,-0.10537217,0.10338649,-0.20764317,-0.009757263
IFIT2,-0.11374498,0.28669783,-0.16024515,-0.08780175,0.25696284,0.00011174149,0.13874707,0.0065058162
IFIT1,-0.0045670597,0.20083217,-0.08178365,-0.15560791,0.4757059,-0.09409529,0.24069697,-0.15283193
IFIT5,0.028870678,-0.112391286,0.016258204,-0.05026744,-0.06593277,0.12102112,0.06969705,0.11980141
MARCH5,-0.028811704,-0.07401285,-0.042506434,0.041953113,0.120761976,0.20964648,-0.016390797,0.049292658
EXOC6,-0.0037861073,0.0009856707,0.01926263,-0.018942295,-0.07827775,0.050058197,0.10135992,-0.025503712
BLNK,-0.16990274,-0.14649577,-0.15305397,-0.18439856,-0.13098058,-0.19822504,0.6680307,0.99745977
ARHGAP19,-0.048726488,-0.028588679,-0.018595343,-0.048726346,0.089876644,0.016524943,-0.04872645,-0.019429905
FRAT1,-0.04751024,0.2043768,-0.074516356,-0.092413224,0.15943818,-0.009340719,0.18270579,-0.09510641
NDUFB8-1,0.10743723,0.000471392,-0.061072472,0.07068183,0.06946088,0.25884768,0.20010066,-0.23009422
MRPL43,0.07551695,0.05009539,-0.12479912,0.093676575,-0.008559611,-0.007220495,0.104437366,-0.01219611
LZTS2,-0.0008509095,-0.061378352,0.059297822,-0.03559505,-0.06137805,-0.061378077,0.18651618,-0.061378296
FBXW4,-0.008070096,-0.027945543,-0.07398227,0.060381692,-0.11328309,0.34171385,0.051790155,-0.0025900572
TRIM8,-0.033382904,0.13345438,-0.022288354,-0.079202,0.22718693,-0.03426572,0.050758414,-0.10433761
C10orf32,0.015685216,0.0016459777,-0.08479561,0.047617834,0.13959739,0.13829817,-0.10448431,-0.006815243
GSTO1,-0.06736534,0.50720304,-0.25122786,-0.19359198,0.6728679,-0.03656702,0.6214987,-0.36020193
XPNPEP1,-0.08567976,0.007824328,-0.040903583,0.01942591,0.008907035,0.0952665,0.22200748,-0.01747797
SHOC2,-0.008028099,0.008882993,-0.072734945,-0.018656163,0.07659973,0.01017722,0.11966941,0.10408089
VTI1A,0.03257595,0.038303412,-0.057127066,-0.027140256,-0.013673505,-0.024215585,-0.04565768,0.0558108
PRDX3,0.05034346,0.2035065,-0.14742857,-0.1682683,0.18891987,0.06807719,0.8465093,-0.079022735
PLEKHA1,0.04166365,-0.14428684,0.020806555,0.021140516,-0.084522225,0.40879726,-0.09310767,-0.045407053
BUB3,0.14512306,-0.23168294,0.010010864,0.24360348,-0.26470265,0.13293087,0.022744153,-0.047115892
OAT,-0.009093991,-0.08868051,0.05932848,0.092820905,-0.086167514,-0.041720584,-0.020205803,-0.010929479
CTBP2,-0.10562248,0.09558687,-0.13835782,-0.029875146,0.20918497,0.6197038,0.6637963,-0.14760566
MGMT,0.028309356,0.00073949393,-0.039218526,0.06393065,-0.019551095,0.21935332,0.1148476,-0.1159002
GLRX3,0.140538,-0.039476775,-0.09229609,0.04377236,0.033977482,0.09977107,-0.05461541,-0.031933136
STK32C,-0.056933276,0.16350107,-0.10609113,-0.043105915,0.10517265,0.07410191,1.0731506,-0.10025938
ECHS1,-0.00017418178,0.011469425,-0.030576343,0.00074405805,0.15015775,0.032589912,-0.05785503,-0.01679358
SYCE1,-0.0017357252,-0.030349692,-0.026508667,-0.07071316,0.2794544,-0.014547039,0.24399649,-0.07071316
SCGB1C1,-0.054338463,-0.03418949,-0.054338686,-0.054338466,0.084342055,-0.05433848,-0.05433855,-0.02502553
IFITM3,-0.43257105,0.98297745,-0.4209505,-0.41297296,2.012331,-0.1810555,0.5723859,-0.44830063
PHRF1,-0.054994445,0.031748187,-0.022001313,-0.04383663,0.08208126,-0.019663695,-0.12077136,0.069247514
IRF7,-0.061802737,0.20318645,-0.22579473,-0.047764305,0.43838033,0.11208848,0.774863,-0.025396403
TMEM80,-0.08671894,0.015632486,-0.010933069,-0.042309485,0.10635361,-0.06474943,0.12105593,0.1291264
TALDO1,-0.19674867,0.9343858,-0.3273049,-0.28875652,0.5049386,-0.26622415,0.34279963,-0.38068926
MOB2,0.09348031,-0.113450095,-0.053287156,0.13572675,-0.05579305,0.2443912,-0.053858757,-0.08393584
TNNI2,-0.13955657,0.27722284,-0.1487198,-0.13103163,0.6467522,-0.1487198,0.21144128,-0.06115183
KCNQ1OT1,-0.028163329,-0.04512507,-0.03935691,-0.053734012,0.3237094,-0.051981263,-0.07006881,0.09589919
SLC22A18AS,-0.062581465,0.11890847,-0.06258121,-0.06258132,0.076213144,-0.06258108,-0.06258115,-0.062581316
NAP1L4,0.27425307,-0.21756524,0.06927442,0.08743161,-0.13579828,0.013503904,-0.052835654,-0.19926368
CARS,0.010253444,-0.07470734,0.13398595,-0.026571644,0.05215632,0.028939482,0.12400034,-0.1884288
ZNF195,0.013484384,-0.051815078,-0.01679005,0.06102711,-0.09576665,0.13307892,-0.061941363,0.0090634925
TIMM10B,-0.05473421,-0.036465883,0.05766322,0.016894545,-0.06584653,0.19242686,0.31429607,-0.09351227
TAF10,0.017955307,-0.009912233,-0.021768443,-0.075332135,0.13933519,0.090913564,0.6655051,-0.061908823
RIC3,0.16214876,-0.28328967,0.17022423,-0.061624054,-0.27386796,-0.26009503,-0.31676036,0.20114732
TMEM9B,0.018382668,-0.06274739,-0.11310436,0.029490603,0.2577089,0.27057534,0.19385007,0.0009901742
DENND5A,-0.054228935,0.28850058,-0.07302003,-0.12829237,-0.023024945,-0.018395402,-0.16466476,-0.0495203
SWAP70,-0.18237998,-0.109295286,-0.16300665,-0.16878004,0.18595444,-0.2055501,0.042240128,0.89238966
ZBED5-AS1,0.0028596476,-0.014078688,-0.013928625,-0.08291226,-0.053553417,-0.029773133,-0.043274384,0.14406969
PSMA1,0.07081961,-0.010588063,-0.05578289,0.10849983,0.082177445,0.05826606,0.3520231,-0.16472523
SAAL1,0.083163954,-0.040510863,-0.025508218,0.023648111,-0.11832707,-0.07907894,0.16006105,0.03582679
CAT,-0.08628913,0.081253044,-0.1192366,-0.122439265,0.59272695,-0.09492901,0.7740231,0.08159515
PRR5L,-0.048565995,-0.06445946,-0.10546178,0.10828058,0.06511124,0.5155138,-0.10546226,-0.034781866
API5,0.06798217,-0.18895891,0.08592667,0.006959167,-0.011027564,0.13376352,0.059519585,-0.038799323
CD82,0.15037194,-0.18343526,-0.0106381755,-0.18700473,-0.2031753,-0.062628895,-0.19398071,0.38681915
PEX16,0.04789414,-0.03468253,-0.02936594,0.097606845,-0.028705997,-0.08578143,0.10818279,-0.0033639625
DGKZ,-0.00039824395,-0.07002657,0.0029161486,0.24870412,-0.034927797,0.21096872,0.09542742,-0.23321044
DDB2,0.09882038,-0.11704343,-0.005225479,0.01007123,0.15327083,0.022375919,0.2468282,-0.07048533
MADD,-0.0336746,-0.021366516,-0.0052706813,-0.0803826,0.09258067,0.084396645,-0.05889906,0.03947866
CELF1,0.042604625,0.042516094,-0.07533557,-0.02644868,0.088618346,0.16635285,0.21197253,-0.068156704
MTCH2,-0.032386675,0.10450848,-0.09012228,0.01649175,0.16898772,0.20281576,0.37323934,-0.14272898
FNBP4,0.044417873,-0.10136915,0.025941268,-0.030632507,-0.065935835,0.15780586,0.003618328,0.03455182
UBE2L6,-0.051112052,0.33120617,-0.2698396,-0.068396576,0.5701983,0.1682679,0.49668786,-0.1648677
TMX2,-0.0032040367,-0.08001205,-0.018300377,0.015404866,0.051760666,0.17248948,0.024192661,0.047943287
CTNND1,-0.08517085,0.12105538,0.005550059,-0.065408446,-0.022664612,-0.08517103,0.14302465,-0.062490735
RP11-142C4.6,-0.029524999,-0.052475557,-0.037404504,-0.023589501,-0.05247592,-0.05247592,0.19685084,0.0061390935
MS4A6A,-0.36849496,1.4372709,-0.35512868,-0.38461798,-0.13383436,-0.38329518,0.80301994,-0.3714618
MS4A1,-0.30558217,-0.3030398,-0.32150024,-0.31998107,-0.27641734,-0.29545906,-0.3717877,2.0794876
PTGDR2,-0.03456512,-0.017216766,-0.057527218,-0.057527527,0.28928396,-0.057527512,0.2567703,-0.028205266
PRPF19,0.12796584,-0.13975593,-0.0067721335,0.07636029,-0.14695208,0.24602404,0.31008103,-0.092649646
TMEM138,0.087540895,-0.02991104,-0.022751229,-0.0021361387,-0.036437064,0.1563012,-0.059199903,-0.06397549
SDHAF2,0.07728686,-0.124904,0.019083235,0.05433035,-0.0077955574,0.3950204,0.1358241,-0.18668674
FADS1,-0.07659354,0.13843696,-0.06435765,-0.019143231,0.03348277,-0.0057810326,0.2051256,-0.04773418
AP003733.1,-0.0585099,0.27265698,-0.08748625,-0.081602536,0.22163425,-0.13295588,0.08283103,-0.107137665
UBXN1,0.024879936,0.07534031,-0.010356568,-0.10436849,0.34767282,-0.16812195,0.06921978,-0.05967304
GNG3,-0.034266062,-0.05722796,-0.05722799,-0.057227906,-0.057227653,-0.05722768,-0.0572277,0.17734285
TAF6L,-0.013154253,0.17273508,-0.08389886,-0.03583308,-0.0294274,-0.024069369,0.28428555,-0.054884035
RP11-727F15.9,-0.042553775,-0.08016667,0.04507007,-0.046231642,-0.12740357,0.0369618,-0.080529295,0.1794789
OTUB1,0.018628335,0.012272471,-0.088716514,0.06660422,0.23509663,0.1948508,0.32094026,-0.16778825
FERMT3,0.0343708,0.094450325,-0.15771571,-0.07607976,0.18868998,0.3109152,0.31001174,-0.17144927
RASGRP2,0.07251784,-0.15571252,-0.032558993,-0.14589913,0.2896898,-0.013525331,-0.4329122,0.24554677
AP001462.6,-0.02781303,-0.050760124,-0.020622691,0.007003085,-0.05075982,0.07976935,-0.05075988,-0.050760057
ARL2,0.03958272,-0.0120172035,0.005095078,0.021026267,-0.057843056,0.07467843,0.21188222,-0.08093914
SYVN1,0.021742756,-0.009043761,-0.08950691,-0.07741011,-0.088515915,-0.010726268,0.3602605,0.22985186
CTSW,-0.23278818,-0.52058774,-0.16087934,1.1621593,-0.5237764,2.1183512,-0.27984515,-0.49589288
PACS1,0.0074020014,-0.11657779,0.03096141,0.016192377,-0.0317089,0.07707799,-0.13072973,0.07164406
RAB1B,-0.047359135,0.14556754,-0.096187405,-0.054517873,0.15601104,0.07178215,0.13429292,-0.028996224
RBM4,0.098404646,-0.18501708,0.010526288,0.12032055,0.04823486,0.061619814,0.050019562,-0.04027547
RCE1,0.050253574,0.008961767,-0.09239288,0.016368847,-0.016148278,0.036675498,0.05627223,0.07789056
AP003419.16,-0.056238793,-0.036085967,-0.02608545,0.0015553524,-0.05623912,-0.05623912,-0.056239124,0.06103524
PTPRCAP,0.33096585,-1.0799613,0.06968372,0.6876114,-1.0403285,0.8298623,-0.8154642,0.50159264
CORO1B,0.4075703,0.076315835,-0.043097723,-0.2155459,0.32067484,-0.28903887,0.15980591,-0.35936406
PITPNM1,-0.018588196,0.03438081,-0.048157785,0.038284916,0.48531032,-0.1368554,-0.1368553,-0.11196389
GSTP1,-0.41040015,1.3199586,-0.49743593,-0.36507115,0.1875465,0.3095855,1.1788076,-0.3676554
MRPL21,-0.109326385,0.121666715,-0.023472564,-0.021097144,0.25480714,-0.059594836,0.31014484,-0.065425925
CTTN,-0.045665555,-0.025533982,-0.045665618,-0.045665506,0.023615176,-0.04566527,-0.0456653,-0.045665503
LAMTOR1,-0.22183473,0.51829016,-0.23035334,-0.1531733,0.1151057,-0.0013661571,0.7143246,-0.06691949
FOLR3,-0.22154553,0.96498746,-0.22857165,-0.226277,-0.18463472,-0.23792659,-0.1691803,-0.23792736
ARAP1,-0.08989255,0.28151444,-0.144076,-0.15879484,0.49712276,-0.07098971,-0.12262926,-0.037408408
RELT,-0.1924286,0.16144621,-0.13745563,-0.14456917,0.93319345,-0.13256773,0.38648054,0.05457788
PGM2L1,0.042716794,-0.09589834,0.04759861,-0.010802934,-0.12063875,0.038470104,0.0010595697,0.0028535312
XRRA1,0.08593642,-0.1294214,0.037650015,0.099846214,-0.06808716,-0.07257243,-0.23312375,-0.010809783
AP001189.4,-0.06986237,-0.04968229,-0.06986237,-0.06986237,0.026127428,-0.06986237,-0.06986239,-0.04377454
CLNS1A,-0.011865737,0.013883239,-0.029129867,-0.047162324,0.01704817,0.0123675335,0.6224467,0.046270292
PICALM,-0.043721158,0.12906247,-0.108082965,-0.054586913,0.1208859,0.029491136,0.6423118,-4.1023028e-05
PRSS23,-0.18555537,-0.17983796,-0.14203267,0.22605704,-0.17315575,1.8512609,-0.19519903,-0.18751264
RAB38,-0.039916642,-0.02255892,-0.032717608,-0.033975016,-0.0628914,0.19848272,-0.06289137,-0.06289117
SMCO4,-0.2439723,0.85226566,-0.2944108,-0.295407,0.7522007,-0.21928926,0.05058285,-0.27518713
TAF1D,0.010997462,-0.14429134,0.091304936,-0.013243814,-0.020386033,-0.11896333,-0.18106009,0.12499444
MRE11A,-0.066114314,-0.016815724,-0.008956878,0.017917104,0.07353237,0.2940081,-0.13935183,-0.05738703
CWC15,0.042598158,-0.0034650492,0.029156286,-0.0445557,0.23709258,-0.060552794,0.052498717,-0.12363818
CASP4,0.0060182074,0.32829505,-0.21120386,-0.039697114,0.3910645,0.0040325206,0.033209153,-0.1842382
PPP2R1B,-0.062482007,-0.052522864,0.0074171354,0.06629188,-0.015267461,0.07178644,-0.10181755,0.01585662
RBM7,0.014729107,-0.09265057,0.057922203,-0.10938863,0.11667821,0.086592264,-0.02374135,0.026814653
REXO2,0.21909477,-0.20761776,0.022807686,0.011115628,0.12895098,-0.013445342,-0.021589596,-0.096774675
PCSK7,0.1104216,-0.14680706,-0.07386571,0.22755268,-0.13155404,0.15600029,-0.20522615,0.0039755553
CEP164,0.03001866,-0.017150695,0.00639704,-0.0048802514,0.030986782,0.017352492,-0.0077469386,-0.04215933
RNF26,-0.018757999,-0.019737715,0.018424535,-0.038027212,-0.08100753,-0.044148836,-0.014577305,0.09865758
NRGN,-0.1694767,0.34323785,-0.14839463,-0.16947635,0.021287179,-0.13715333,0.15253237,-0.094585605
ESAM,-0.05926455,-0.039105456,-0.029101562,-0.03035826,-0.0057407143,-0.05926419,-0.059264205,-0.05926439
STT3A,0.06777908,-0.00036279854,-0.011508127,-0.019875973,-0.09261185,-0.08978659,-0.04533578,0.027574718
RPUSD4,0.020075183,0.026299952,-0.035061374,0.06608012,0.036809,-0.041776553,-0.0802981,-0.05752595
SRPR,0.07304291,-0.119933836,-0.042643916,0.045544423,0.05624552,0.17922133,0.0389305,0.02030928
SENCR,-0.056149114,0.06460284,-0.09556523,-0.03526734,0.02056652,0.28405303,-0.107591145,-0.10759107
JAM3,0.018704796,-0.029991146,-0.035063844,-0.050131667,-0.05013167,-0.05013168,-0.050131563,-0.020830957
VPS26B,0.053311758,-0.025667964,0.040530577,-0.051589254,0.17690307,0.1769389,-0.19324568,-0.1974727
THYN1,0.10433636,-0.13114016,0.10586465,0.0035254157,-0.048388086,-0.06853405,0.010070089,-0.09205415
WNK1,0.13156995,-0.0093718255,-0.042064484,-0.06591979,0.18195912,-0.02943002,0.121398225,-0.075664856
FBXL14,-0.030072255,-0.012731649,-0.00780842,-0.02413634,0.016306743,-0.053024404,-0.053024493,-0.05302434
ADIPOR2,-0.06765292,0.0039195274,-0.013063703,0.02204823,0.04452024,0.099627,0.008209057,-0.005289931
CCND2,0.06849001,-0.1740371,0.13275509,0.07129459,-0.21329878,0.20078772,-0.09186963,-0.15871339
CD9,-0.11803463,0.1390041,-0.10821001,-0.06656605,-0.093374506,-0.15917647,-0.15917668,0.004006616
TNFRSF1A,-0.09602114,0.3253845,-0.18848771,0.04485327,0.3799007,0.2425015,0.14753899,-0.30916652
MRPL51,0.01795829,0.08440121,-0.13113637,0.011546089,0.21454659,0.22753902,0.34578776,-0.13359085
IFFO1,0.021331338,0.010931892,-0.026282063,0.013479602,0.014859201,-0.029086553,0.030266553,-0.015552958
ACRBP,-0.05651524,0.023752606,-0.088105425,-0.09896644,0.15673822,-0.09896655,0.013649087,-0.040080458
USP5,0.071987554,-0.111175016,0.036003925,0.064153,-0.1446811,-0.021870052,0.13159612,-0.013772967
SPSB2,0.15671968,-0.09745155,-0.010749112,0.03793741,0.046113186,0.035773467,-0.067587875,-0.10515857
EMG1,-0.04087096,-0.049183078,0.00721882,0.012480805,0.10090421,0.18211463,0.07151242,-0.023499247
CLSTN3,-0.028135307,-0.06550894,-0.027487427,0.05971855,-0.028727883,0.37000492,-0.109118514,-0.053399477
CD163,-0.092663705,0.34311593,-0.07589743,-0.11290508,-0.07213699,-0.11290533,-0.112905204,-0.059468996
CLEC4C,-0.05119841,-0.010912906,-0.051198483,-0.05119827,-0.05119836,-0.051198367,1.8297714,-0.05119826
KLRG1,-0.1344532,-0.29957303,-0.12513135,1.0574882,-0.2611471,0.47648576,-0.13340083,-0.30102164
KLRB1,0.026650677,-0.18989037,-0.08190533,0.3799764,-0.2005621,0.80566716,-0.23323537,-0.23323575
CLEC2B,0.0034967994,-0.14794171,-0.044828705,0.13756563,0.095449984,0.32890615,0.08692564,-0.027007245
CLEC1B,-0.06555363,-0.000377156,-0.05058978,-0.038894348,-0.06555357,-0.065553576,-0.06555345,-0.036207985
KLRC1,-0.13674468,-0.12705968,-0.12428737,0.13172902,-0.13674428,1.4643152,-0.13674434,-0.120150186
RP11-291B21.2,-0.062896796,-0.16559348,0.26724738,0.102066204,-0.14557755,-0.19141376,-0.102696024,-0.13825728
PLBD1,-0.29677418,0.93172157,-0.24916086,-0.24958499,0.15798844,-0.2569138,0.44525692,-0.25385725
GOLT1B,0.14914706,-0.11495087,-0.0100956885,0.011048601,-0.04616875,0.13230559,0.2590909,-0.07108932
TM7SF3,0.0062677152,-0.047121134,-0.014634284,-0.0878373,0.19898947,0.24725057,-0.0184765,-0.01676912
CCDC91,0.074730456,-0.15178908,0.0051997835,0.041400295,-0.043127075,-0.050619114,-0.059177466,0.12727077
DENND5B,-0.043455947,-0.026092231,-0.06643921,-0.06643868,-0.06643868,-0.06643868,0.1541466,0.1899201
RP11-428G5.5,-0.105433114,-0.05337257,-0.105433226,-0.10543277,-0.059944402,-0.10543256,-0.1054327,0.57235664
SLC2A13,-0.09522637,0.049588326,-0.03865324,0.03842356,0.026754376,-0.039431937,-0.0952266,0.041093677
LRRK2,-0.05011323,0.1434528,-0.10711044,-0.09547015,0.19788927,-0.053766467,0.017584886,0.071143225
PRICKLE1,-0.026825761,-0.049770392,-0.049770385,-0.04977041,0.01953824,-0.049770474,-0.049770556,0.0967277
IRAK4,0.069636144,-0.04270547,-0.05538648,0.066811584,0.02196611,0.15399939,-0.02643558,-0.056319546
RP11-493L12.4,-0.017315557,-0.04023861,-0.025185712,-0.011387284,-0.04023851,0.024957843,-0.040238537,-0.010966615
SLC48A1,-0.014423951,0.015778933,-0.0011057452,-0.06649176,0.020002017,-0.044577166,-0.08926193,0.0079370085
ASB8,0.045118928,-0.08213338,-0.022293095,0.019777976,0.18924029,0.26945946,-0.026833681,-0.10866359
RHEBL1,0.010873903,-0.08348054,-0.07969162,0.058053147,0.05251165,0.34851173,0.0006274022,0.006610333
TMBIM6,0.071637444,-0.24666208,-0.015242843,0.18626058,0.13151883,0.2179663,0.27953908,-0.05307995
BCDIN3D,-0.016284496,-0.09240059,-0.038275834,0.066189036,-0.044216152,0.10701073,-0.11546487,0.120650575
SMARCD1,0.034952316,-0.0752058,-0.041633938,0.057861734,0.06146169,0.065217935,0.06423294,0.027653022
ITGB7,0.17613286,-0.28114823,-0.013311547,0.19681777,-0.28437606,0.5184803,0.3886229,-0.12477726
C12orf10,0.009612207,0.11440923,-0.0153268175,-0.03990256,-0.104153305,0.0010378241,0.19690377,-0.07517142
CBX5,-0.0022193517,-0.07949704,0.0829296,-0.061443344,-0.07025615,0.04324014,0.44568607,-0.01079124
NCKAP1L,-0.06805685,0.16269179,-0.12791039,-0.043924958,0.4809954,-0.024834357,0.5107505,-0.08882468
BLOC1S1,-0.08130311,0.32654557,-0.27792612,-0.10170608,0.8834361,-0.027228644,0.3590947,-0.104721256
GDF11,0.034945898,-0.056898013,-0.05689774,0.029799566,-0.056897767,-0.05689779,-0.056897875,0.0017429678
ORMDL2,0.044374257,-0.03386055,-0.088970564,0.06911598,0.28461733,0.07998325,-0.04259166,-0.04573188
WIBG,0.07829884,-0.0068387105,-0.025137296,0.06128156,0.01720729,-0.026693214,-0.17767733,-0.09171544
SUOX,-0.036405746,-0.036405724,-0.021358598,-0.03640579,0.10202734,-0.036405873,-0.036405813,-0.0071451985
SMARCC2,0.0056931176,-0.013463352,-0.012170602,0.04042,-0.051402666,0.10174379,0.00049857795,-0.030190881
IL23A,0.26312116,-0.16030824,0.11180467,-0.011767672,-0.16160186,-0.17625976,-0.12562156,-0.1537639
BAZ2A,0.012574468,0.004763616,-0.052690733,-0.0069665615,0.11821268,0.20341246,-0.15664256,-0.035825748
TMEM194A,-0.03697679,-0.02947571,0.018901734,0.004535464,-0.022525374,-0.02864811,-0.08238158,-0.023592185
R3HDM2,-0.012172308,0.008920943,-0.042717084,0.08151518,-0.044418804,-0.08031461,0.24180156,0.01622407
DTX3,0.026332363,-0.059274096,-0.010628193,0.007184119,-0.09512513,0.27677867,0.092147395,-0.07846807
XPOT,0.12722217,-0.13796538,0.08254094,-0.0140062515,-0.1305018,-0.04484881,-0.016714249,-0.03767972
GNS,-0.13483866,0.18516807,-0.119487666,-0.08103643,0.6759017,0.00043775965,0.012954421,-0.07244515
TMBIM4-1,0.056417122,-0.0056856805,-0.14461026,-0.03137135,0.2986305,0.22476691,-0.015490498,0.04509049
THAP2,0.05054747,-0.013185053,-0.032465365,0.039089106,0.090869606,-0.01691163,-0.015677053,-0.052469805
RAB21,-0.04332465,0.028964335,-0.02072355,-0.013245524,0.15296721,0.1466276,-0.048185658,-0.065238215
TBC1D15,0.008758154,-0.1157812,0.033183016,0.025890535,0.050730843,0.11598468,-0.17982404,-0.043588404
ATXN7L3B,0.077732466,-0.021122968,-0.02509989,-0.041197874,0.06818663,-0.055153184,-0.0059862416,0.018679097
PAWR,-0.07411353,-0.09361544,-0.07848285,-0.093614995,-0.051073685,-0.09361533,-0.09361527,0.4931105
TMTC2,-0.040905215,0.077294774,-0.048794027,-0.06388227,0.065117024,0.0014676852,-0.06388212,-0.06388226
LINC00936,-0.08549246,0.7485615,-0.3055272,-0.3415757,0.5647817,-0.37982506,0.2688109,-0.11423564
MRPL42,0.020825181,-0.10411555,0.019444644,0.0069514965,0.018725816,0.18810755,0.11515322,-0.029030085
NDUFA12,0.21477272,-0.13032447,-0.008482554,-0.09486606,0.35341722,0.15815447,0.2716239,-0.20265031
NR2C1,0.066485174,-0.054353338,-0.03182774,-0.027211625,-0.06812492,-0.08945839,0.08580883,0.11673737
ACTR6,0.05613203,-0.070280634,0.036555592,0.052570693,-0.114860035,0.08279829,-0.18213509,-0.07279936
GNPTAB,-0.08437517,-0.027533995,-0.109044716,0.15864159,-0.029845767,0.6329015,-0.118851416,-0.054022882
TDG,0.032448716,-0.09843384,0.07363813,-0.04881889,-0.008491237,0.019840838,-0.073065706,0.0066976827
HCFC2,0.07243699,-0.07799001,-0.01793738,-0.07435573,0.047574025,-0.04582584,0.046503864,0.08525211
C12orf45,0.033478737,-0.0635717,0.057724252,-0.06240739,-0.070383996,0.021703469,0.67430913,-0.0466864
PWP1,0.0234707,-0.11571657,-0.022075845,-0.005518792,-0.052044462,0.051918205,-0.06910916,0.19549944
SELPLG,0.076962456,0.0367082,-0.090240985,0.027976206,0.5334401,0.122734085,0.14958298,-0.2938359
CORO1C,-0.0735101,0.2506667,-0.13172947,-0.14979728,0.33323345,-0.181544,0.40497193,0.016932217
USP30,-0.031564318,-0.032578412,-0.028470442,0.068362154,-0.008309405,-0.07295131,-0.072951294,0.015150429
GLTP,-0.083185196,0.13480423,0.0012350342,-0.06504692,-0.04302946,0.013057153,0.504754,-0.059261378
GIT2,0.05925975,-0.09243898,-0.007264781,0.04477204,-0.035148334,0.0007435954,0.17181732,0.037888896
HVCN1,-0.2625691,-0.03565031,-0.27945903,-0.24324249,0.027956868,-0.12739664,-0.18487246,1.2525765
ALDH2,-0.31366438,1.0397291,-0.28690377,-0.32127342,0.035250537,-0.30168736,1.50329,-0.23605853
TMEM116,0.10114066,-0.07500347,0.02368819,0.048815437,-0.06775046,-0.035895847,-0.15990253,-0.07592516
NAA25,0.066926226,-0.0676606,-0.0077788075,0.043004062,-0.09297623,-0.007475992,0.05255662,0.005177176
RPH3A,-0.053276066,0.04745816,-0.0080589345,-0.053276066,-0.053276073,-0.053276073,-0.053276096,-0.053276066
OAS1,-0.10004744,0.27837065,-0.22482277,-0.25416675,0.94719493,0.029572768,0.20578027,-0.013167577
FBXO21,0.07654844,-0.09909265,0.06542704,-0.011266629,-0.02367438,-0.04171379,-0.017861545,-0.043252267
RFC5,0.036097106,-0.112095036,0.047270488,-0.063112386,0.013080949,0.10249514,0.14913432,0.007612259
TAOK3,0.085360944,0.010688312,-0.11971958,-0.013920692,0.063335344,0.011314059,0.21913922,0.06748053
DYNLL1,0.069257535,0.24278267,-0.2855129,-0.07444335,0.42084086,0.21370356,0.35987988,-0.18557343
MLEC,-0.020964598,0.026758645,-0.068811245,0.03343025,0.067013115,-0.007616695,0.8055481,-0.0038420744
OASL,-0.016099878,0.13116878,-0.15853195,0.088095315,0.22199476,0.2250784,0.14909169,-0.15270536
ORAI1,0.0938134,-0.11928868,-0.043214686,0.2239839,-0.042257577,0.18875687,0.12853207,-0.17820123
SETD1B,-0.04188357,-0.0026092222,0.03860537,-0.040144805,-0.017473822,-0.030691087,0.0002577668,0.030077117
CLIP1,0.033314593,0.045651287,-0.07550991,0.022185734,0.08424021,-0.0036420892,0.031349115,-0.02131932
RILPL2,0.09252732,0.38199675,-0.18468569,-0.11180597,0.37512213,-0.31759083,0.29749987,-0.24881893
SNRNP35,0.09225795,-0.023990419,-0.046199143,-0.07527514,-0.016566264,0.3212183,0.03451753,-0.055126723
EIF2B1,0.012826209,-0.059782714,0.024117306,-0.0045479625,-0.05269544,0.08012742,0.37089464,-0.01015917
NCOR2,-0.054842714,0.18246168,-0.10917315,-0.04029023,0.13531941,-0.089653514,0.32021633,-0.030551057
