gene_id,definitive_endoderm,endothelial,hepatic_endoderm,immature_hepatoblast,mature_hepatocyte,mesenchymal_stem_cell
gene_name-10738,-0.597721,0.65476793,0.18022461,-0.597721,-0.597721,-0.597721
gene_name-10739,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.91287076
gene_name-10741,0.56063795,0.043729186,0.4072746,-1.5420419,-0.5518405,-0.7381679
gene_name-10745,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-10751,-0.3844921,-0.3844921,-0.0018969417,2.2488678,0.6696663,-0.3844921
gene_name-10755,2.2962444,-0.4613003,-0.40711445,-0.4613003,-0.46130028,1.5924348
gene_name-10761,-0.31779996,-0.31779996,0.31779993,-0.31779996,-0.31779996,-0.31779996
gene_name-10762,-0.635411,-0.32262993,0.31489727,-0.635411,-0.11766855,-0.29729646
gene_name-10765,-0.25793773,0.37050644,-0.2579377,-0.25793773,1.274033,-0.25793773
gene_name-10768,1.2406082,-0.45688146,0.14195958,-0.79154086,0.6123309,-0.42620897
gene_name-10771,-0.26227167,-0.26227167,0.015613202,3.437606,-0.26227167,-0.26227167
gene_name-10780,-0.2611375,-0.2611375,-0.028246116,-0.2611375,-0.2611375,0.60701334
gene_name-10781,0.4577905,0.6026536,-0.6105195,-0.91016704,-0.06100893,1.3559856
gene_name-10790,-0.45178396,-0.45178396,0.30195177,1.7956975,-0.45178398,-0.45178396
gene_name-10791,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-10792,-0.37902367,-0.37902367,-0.3790236,2.0340786,2.6068459,-0.37902367
gene_name-10793,-0.528376,-0.528376,-0.1185557,1.287739,2.1009107,-0.528376
gene_name-10794,-0.67384636,-0.8624066,0.34361094,0.75897795,1.1628433,-0.88315856
gene_name-10798,1.478584,-0.76964796,-0.05603036,-0.7945298,0.063785516,0.762657
gene_name-10809,-0.24345642,-0.24345641,0.2434565,-0.24345642,-0.24345642,-0.24345641
gene_name-10816,-0.40417862,-0.40417862,-0.024394711,-0.40417862,1.738688,-0.40417862
gene_name-10832,-0.46582356,-0.46582356,0.19573858,-0.46582356,-0.46582356,0.34443143
gene_name-10833,-0.4531401,-0.26907623,0.10323822,-1.0107175,-0.3468146,0.46022177
gene_name-10834,-0.57886076,-0.57886076,-0.03237187,-0.57886076,1.920714,-0.24490777
gene_name-10841,1.9022826,-0.03296547,0.09775774,-0.5186897,-0.5186897,-0.22581252
gene_name-10859,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-10867,-0.26206475,0.46840388,0.018575247,-0.26206475,-0.26206475,-0.26206475
gene_name-10899,-0.18257418,-0.18257418,-0.1825742,5.2946515,-0.1825742,-0.18257418
gene_name-10908,-0.18257418,0.91287076,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-10922,-0.482316,-0.48231596,-0.13628979,1.6331363,1.9055619,-0.48231596
gene_name-10925,-0.3854645,0.17365068,-0.001167802,-0.3854645,-0.38546452,0.21531716
gene_name-10929,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-10930,-0.18257418,0.91287076,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-10941,-0.26254612,-0.26254612,-0.2625461,-0.26254612,2.362915,-0.26254612
gene_name-10942,-0.9140402,0.2806501,0.09794661,-0.9140402,-0.27622023,-0.04314195
gene_name-10944,0.7394108,0.19805118,-0.23303394,0.46622658,0.9670863,-0.32032868
gene_name-10951,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-10958,-0.5018702,-0.5018702,0.17314236,1.6551044,0.42277777,-0.5018702
gene_name-10968,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-10972,-0.8775847,-0.14872792,-0.22754516,0.87791353,0.8732834,0.3073275
gene_name-10975,-0.5800025,0.63252705,0.092317946,-0.5800025,-0.5800025,-0.3294786
gene_name-10978,2.9623022,0.70400715,-0.44670197,-0.44670188,0.7061887,-0.2907348
gene_name-10986,-0.18593813,-0.16625647,-0.18593813,-0.18593813,-0.18593813,0.9100089
gene_name-10992,-0.3728798,-0.3728798,0.21005629,2.069473,-0.37287983,-0.3728798
gene_name-10995,-0.2960123,0.41740862,0.058205333,-0.2960123,-0.2960123,-0.2960123
gene_name-10997,-0.37367305,0.578932,-0.12994209,-0.37367305,-0.37367305,0.18456733
gene_name-10999,-0.95060337,0.09551559,0.20418762,0.71135527,0.48395753,-0.95060337
gene_name-11007,1.4235016,1.2479079,-0.39234808,-0.79001623,-0.31644216,-0.0076953173
gene_name-11015,0.69726163,0.51965016,-0.102165155,0.18960193,-0.8884123,0.14251995
gene_name-11019,-0.5134977,-0.5134977,0.18467931,1.499142,0.45971385,-0.5134977
gene_name-11020,-1.0155017,0.44138923,0.14248987,-1.0155017,0.35369194,-0.6748733
gene_name-11026,1.8606122,-0.5085457,-0.33857018,1.6022857,0.37476552,0.6068174
gene_name-11030,2.8733113,-0.32768196,-0.327682,-0.32768196,-0.32768196,0.9982111
gene_name-11031,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.91287076
gene_name-11032,-0.1825742,-0.1825742,-0.18257421,-0.1825742,1.6431676,-0.1825742
gene_name-11037,-0.23439562,-0.23439562,0.23439567,-0.23439562,-0.23439562,-0.23439562
gene_name-11041,-0.5191764,-0.5191764,0.17622493,-0.5191764,1.1955811,-0.5191764
gene_name-11043,2.0143855,0.09972669,-0.16988535,-0.68324727,-0.11204592,0.21092908
gene_name-11044,-0.42455512,-0.42455512,0.038911927,2.2664204,-0.42455515,0.1941793
gene_name-11045,-0.51658505,-0.18033746,-0.516585,-0.51658505,1.6044332,0.97406685
gene_name-11049,-0.3255621,0.23387766,0.13908216,-0.3255621,-0.3255621,-0.3255621
gene_name-11056,-0.34749326,0.22512452,-0.024016853,-0.34749326,0.55569446,-0.34749326
gene_name-11064,1.756019,0.29462913,-0.24232511,-0.6482605,0.7742767,-0.25377148
gene_name-11072,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-11078,-0.3818833,-0.3818833,0.04743818,-0.3818833,1.290342,-0.3818833
gene_name-11106,0.94836587,0.9015292,-0.030528236,-1.0062146,-1.0062146,-0.19464582
gene_name-11135,-0.1881176,-0.1881176,0.18811764,-0.1881176,-0.18811758,-0.1881176
gene_name-11148,-0.1825742,-0.1825742,-0.18257421,-0.1825742,1.6431675,-0.1825742
gene_name-11149,-0.26255396,0.5559223,-0.26255396,-0.26255396,0.99885845,-0.26255396
gene_name-11150,2.086087,0.71952504,-0.15477325,-0.40327352,-0.31415752,-0.40327352
gene_name-11155,1.4879438,1.0512173,-0.112659305,-0.9178132,-0.9178131,-0.27657753
gene_name-11157,-0.4092458,1.4729207,-0.21814299,-0.4092458,-0.40924582,-0.4092458
gene_name-11161,2.545481,0.1808494,-0.4494316,-0.62378293,-0.62378293,1.1573755
gene_name-11163,-0.578851,-0.578851,-0.2730484,1.6131616,1.9236013,0.036973324
gene_name-11165,1.0277671,0.09556178,-0.3355045,0.48434642,0.95559806,0.035170257
gene_name-11183,-0.24732178,0.23737292,0.08575692,-0.24732178,-0.24732178,-0.2473218
gene_name-11185,0.80681646,0.3204752,-0.050262168,0.37864023,0.54769605,-0.73539776
gene_name-11186,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431675,-0.18257418
gene_name-11187,5.2946515,-0.1825742,-0.18257421,-0.1825742,-0.1825742,-0.1825742
gene_name-11188,1.6459664,-0.29986522,0.034488544,-0.6030861,0.9848493,-0.6030861
gene_name-11192,-0.1825742,-0.1825742,0.18257414,-0.1825742,-0.1825742,-0.1825742
gene_name-11196,-0.2617424,-0.17302302,0.23216935,-0.2617424,-0.2617424,-0.2617424
gene_name-11200,5.2946515,-0.18257418,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-11201,-0.2289102,-0.22891018,-0.2289102,-0.2289102,-0.2289102,1.144551
gene_name-11202,-0.3233433,-0.27019718,-0.02943697,-0.3233433,-0.3233433,0.6818514
gene_name-11206,-0.2619259,0.46288854,0.020321101,-0.2619259,-0.2619259,-0.2619259
gene_name-11212,-0.18602899,0.9301449,-0.18602897,-0.18602899,-0.186029,-0.18602899
gene_name-11213,-0.90480584,0.30225545,0.13358322,-0.90480584,-0.25246704,-0.18960235
gene_name-11229,2.4245448,-0.048994243,-0.077592656,-0.5339485,-0.5339485,0.22402215
gene_name-11232,-0.55323505,0.8318404,-0.14532232,1.3742384,-0.55323505,-0.228133
gene_name-11234,-0.032292992,0.6810592,-0.05797051,0.730896,0.17451365,-0.75157654
gene_name-11236,-0.32683784,-0.32683784,-0.10673078,2.6455166,0.8502207,-0.32683784
gene_name-11238,-0.2613229,0.44285256,-0.26132292,-0.2613229,1.17828,-0.2613229
gene_name-11240,2.600222,0.4909981,-0.3658386,-0.4822989,0.41088545,-0.0635981
gene_name-11249,-0.7447414,-0.35467672,0.15557455,-0.7447414,0.74345165,-0.26022145
gene_name-11252,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11254,-0.37517425,0.38841462,0.12064465,-0.37517425,-0.37517425,-0.37517425
gene_name-11257,-0.32301188,-0.32301188,-0.32301188,-0.32301188,0.9910276,0.82663584
gene_name-11264,1.2882409,0.8841993,-0.36132607,-1.2353306,-0.68460244,0.5999584
gene_name-11266,-0.32234845,-0.32234845,0.15071532,-0.32234845,-0.32234845,0.19255099
gene_name-11277,2.915647,0.29929954,-0.19239283,-0.45364416,-0.45364416,0.057664823
gene_name-11281,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-11289,-0.6260066,0.45169273,0.2667735,-0.6260066,-0.6260066,-0.6260066
gene_name-11301,-0.26191318,-0.26191318,0.26191315,-0.26191318,-0.26191318,-0.26191318
gene_name-11308,-0.3268882,-0.30169207,0.31848958,-0.3268882,-0.3268882,-0.3268882
gene_name-11310,-0.42937952,-0.42937952,0.2526169,-0.42937952,0.45443368,-0.42937952
gene_name-11314,-0.36771545,0.0008506179,0.24486014,-0.36771545,-0.36771545,-0.36771545
gene_name-11319,-0.21654221,-0.21654221,0.21654218,-0.21654221,-0.2165422,-0.21654221
gene_name-11324,-0.1825742,-0.1825742,0.18257418,-0.1825742,-0.1825742,-0.1825742
gene_name-11328,1.4550663,-0.030883837,-0.017695792,-0.73797035,-0.017576894,-0.0489017
gene_name-11333,-0.18257418,-0.18257418,0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-11339,-0.50863695,0.43820447,0.19302313,-0.50863695,-0.50863695,-0.50863695
gene_name-11341,-0.36489636,-0.111127816,0.08378897,-0.36489636,-0.3648964,0.22465739
gene_name-11344,-0.7391771,0.73155665,0.115365185,-0.7391771,-0.73917705,-0.3384753
gene_name-11350,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-11352,-0.31003904,-0.31003904,0.31003907,-0.31003904,-0.31003904,-0.31003904
gene_name-11355,-0.5898788,-0.060657572,-0.05505123,-0.5898788,-0.5898788,0.81569004
gene_name-11357,-0.1905083,0.95254153,-0.19050834,-0.1905083,-0.1905083,-0.1905083
gene_name-11381,-1.4220003,-0.47250563,0.5024735,0.5489143,0.54793763,-1.1890601
gene_name-11382,-0.31236824,-0.60532326,0.4353051,-1.0424168,0.9186036,-0.9807971
gene_name-11385,1.8193752,-0.4309636,-0.22062686,-0.6657697,-0.6657697,1.261585
gene_name-11391,-0.4022758,0.20827584,-0.015566969,-0.4022758,0.6693519,-0.4022758
gene_name-11398,-0.34492233,-0.19597404,0.02483781,-0.34492233,1.007253,-0.34492233
gene_name-11399,-1.2139866,-0.8664263,0.28187612,0.74215513,1.0842551,-0.535389
gene_name-11401,3.1942675,-0.32661042,0.09188522,-0.32661042,-0.32661042,-0.32661042
gene_name-11404,1.5814205,-0.4703431,0.10559513,-0.4703431,-0.4703431,0.21354833
gene_name-11406,-0.3602094,0.21082401,-0.36020944,-0.3602094,1.0444385,0.38722476
gene_name-11409,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-11412,5.2946515,-0.1825742,-0.18257421,-0.1825742,-0.1825742,-0.1825742
gene_name-11420,-1.0814694,-0.05897349,0.13165937,0.49027404,-1.0814694,0.4311162
gene_name-11422,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11426,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11427,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11439,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-11448,-0.18257418,-0.18257418,-0.1825742,5.294651,-0.1825742,-0.18257418
gene_name-11455,-0.7057279,0.13502115,0.020122286,-0.7057279,-0.7057279,0.51034015
gene_name-11456,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-11458,-0.6397054,-0.27456108,0.24349004,-0.6397054,-0.57091594,0.14252262
gene_name-11460,-0.18257418,-0.18257418,-0.1825742,5.294651,-0.1825742,-0.18257418
gene_name-11463,-0.37132478,0.08789396,-0.37132472,-0.37132478,1.877566,0.04807067
gene_name-11471,-0.61898506,-0.24066894,0.4229292,-0.61898506,-0.26923308,-0.61898506
gene_name-11473,-0.2502385,0.26810268,0.07745816,-0.2502385,-0.2502385,-0.2502385
gene_name-11474,-0.26272324,-0.26272324,-0.0047451495,-0.26272324,1.0746187,-0.26272324
gene_name-11476,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-11478,0.55021536,-0.57876647,0.22526115,-0.88463026,1.424161,-0.8846303
gene_name-11479,-0.36088115,-0.35538945,0.1388186,2.9425983,-0.36088118,-0.36088115
gene_name-11483,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11492,-0.37447587,0.010109937,-0.1337363,-0.37447587,-0.37447587,0.76557475
gene_name-11493,-0.37675667,-0.37675667,-0.24032755,-0.37675667,2.7086647,-0.37675667
gene_name-11495,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-11506,-0.43669844,0.547917,-0.06619522,-0.43669844,-0.43669844,0.08736725
gene_name-11513,-1.1229132,-0.61850244,0.26050422,-1.1229132,1.1128116,-0.38153213
gene_name-11514,1.5430243,0.30837998,-0.28359488,0.62047356,0.14746924,0.021223556
gene_name-11515,-0.4249215,0.41547966,-0.18347014,2.4265819,-0.4249215,-0.010448551
gene_name-11519,-0.24871393,-0.24871393,0.24871388,-0.24871393,-0.24871393,-0.24871393
gene_name-11537,-0.1825742,-0.1825742,-0.18257421,-0.1825742,-0.1825742,0.91287076
gene_name-11542,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-11560,-0.18257418,0.9128709,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-11561,1.337968,0.18318665,-0.048025955,0.980604,-0.28254378,-0.33329695
gene_name-11566,0.5991035,-0.44750947,0.12475105,-0.44750947,0.8174116,-0.44750947
gene_name-11570,1.134826,0.20705679,-0.27369106,0.5847275,0.67107064,-0.13253671
gene_name-11574,-0.59974426,0.1560176,0.0077679395,-0.59974426,0.09044385,0.0063099624
gene_name-11576,0.9157688,-0.012974048,0.0896321,-1.5550997,-0.6872905,0.28431824
gene_name-11583,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11587,-0.1825742,-0.1825742,0.18257414,-0.1825742,-0.1825742,-0.1825742
gene_name-11589,-0.3614142,-0.12839681,0.10014067,-0.3614142,0.5565913,-0.3614142
gene_name-11592,1.4718512,0.61812556,-0.36901152,-0.83703464,-0.0408233,0.38643962
gene_name-11597,-0.26230684,-0.26230684,0.26230687,-0.26230684,-0.26230684,-0.26230684
gene_name-11598,3.2427545,-0.26121008,0.027612504,-0.26121008,-0.26121008,-0.26121008
gene_name-11607,0.9848497,-0.25253,-0.095282294,-0.9817963,0.3628308,0.3200676
gene_name-11609,-0.4115486,0.8056073,-0.1794045,-0.4115486,-0.4115486,0.14415479
gene_name-11623,-0.18257418,0.9128709,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-11626,5.294651,-0.18257418,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-11627,5.2852,-0.12807235,-0.19353493,-0.19353494,-0.19353493,-0.19353494
gene_name-11630,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431675,-0.18257418
gene_name-11631,-0.58537143,-0.12679616,0.0044305245,1.4217353,0.23252124,-0.19328086
gene_name-11632,-0.81743926,0.20223121,-0.121840306,0.74547035,0.73907036,-0.26575884
gene_name-11638,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-11643,2.6589444,-0.08512002,-0.34037668,-0.50980943,-0.50980943,0.98230857
gene_name-11644,1.8059707,0.12627465,-0.38022038,-0.90281266,-0.90281266,1.3754426
gene_name-11653,0.8649098,0.12638584,0.24914381,0.7433065,-1.0545633,-0.56272256
gene_name-11654,1.445417,0.3217019,0.08018478,0.9844376,-0.8965585,-0.51029193
gene_name-11655,-0.5663821,-0.5663821,0.45722562,-0.5663821,-0.020599166,-0.5663821
gene_name-11658,-0.2819379,-0.2819379,0.28193796,-0.2819379,-0.2819379,-0.2819379
gene_name-11660,1.0172719,0.07819577,0.16533041,0.43330854,-0.17798083,-0.7575148
gene_name-11661,0.06466718,-0.17539778,0.2980458,-0.71454924,0.20964317,-0.71454924
gene_name-11662,-0.71458423,-0.3156914,0.48441437,-0.71458423,-0.22855645,-0.71458423
gene_name-11665,-0.26210713,-0.26210713,0.2621072,-0.26210713,-0.26210713,-0.26210713
gene_name-11670,-0.25936908,-0.25936908,-0.2593691,3.020582,1.2410046,-0.25936908
gene_name-11679,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11682,1.3239961,-0.14196777,-0.15913782,-0.58822787,1.101081,-0.18842092
gene_name-11691,-1.5517123,-0.3899538,0.026348997,0.5221149,-0.07302896,0.5606438
gene_name-11696,-0.2123955,-0.2123955,0.2123955,-0.2123955,-0.2123955,-0.2123955
gene_name-11697,2.4523551,-0.10276191,-0.054849252,-0.47174874,-0.47174874,0.15423766
gene_name-11698,-0.62743145,0.24247365,-0.21749559,-0.62743145,0.0437177,0.6347554
gene_name-11702,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-11703,-0.18257418,-0.18257418,-0.1825742,5.2946515,-0.1825742,-0.18257418
gene_name-11713,-0.37856713,-0.37856713,-0.050070517,-0.37856713,0.7197196,0.24837367
gene_name-11718,-0.53961676,-0.13565211,0.40496185,-0.53961676,-0.53961676,-0.53961676
gene_name-11740,-1.0784876,-0.4192516,0.15754458,0.93901503,-0.4118277,0.22160903
gene_name-11748,-0.4361091,-0.43610913,0.2626428,-0.4361091,-0.4361091,0.08428976
gene_name-11766,-0.3917715,0.17921814,0.20144163,-0.3917715,-0.39177147,-0.3917715
gene_name-11768,1.6023194,0.27402252,-0.23898175,1.1429452,0.54488474,-0.43306103
gene_name-11770,1.4251889,0.61006737,-0.3634465,0.8640119,-0.13850327,0.105534315
gene_name-11771,-0.18257418,-0.18257418,0.18257408,-0.18257418,-0.1825742,-0.18257418
gene_name-11772,-0.1825742,0.912871,-0.18257421,-0.1825742,-0.1825742,-0.1825742
gene_name-11775,-0.81616807,0.38394418,0.12297915,-0.81616807,-0.0025978487,-0.4248557
gene_name-11781,1.6541018,-0.034164883,-0.0107394615,-0.78532284,-0.78532284,0.3638211
gene_name-11782,-0.46889162,0.4261698,-0.02088531,-0.46889162,0.48822394,-0.46889162
gene_name-11783,-0.3502011,-0.21347861,-0.14327571,-0.3502011,1.8893118,-0.3502011
gene_name-11792,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-11799,-0.32972178,0.24005917,-0.15083526,-0.32972178,1.1234285,-0.32972178
gene_name-11802,-0.38053703,0.21053843,0.18351182,-0.38053703,-0.38053703,-0.38053703
gene_name-11805,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-11819,-0.18257418,-0.18257418,0.18257418,-0.18257418,-0.1825742,-0.18257418
gene_name-11820,-0.28868508,0.3115457,0.08860814,-0.28868508,-0.28868508,-0.28868508
gene_name-11824,1.3707703,-0.24427104,-0.3068597,-0.8144524,0.649384,0.6639562
gene_name-11828,-0.3131424,-0.3131424,0.31314245,-0.3131424,-0.3131424,-0.3131424
gene_name-11836,-0.26195505,-0.26195505,0.019967316,-0.26195505,-0.26195505,0.46400827
gene_name-11841,-1.3291607,-0.16482034,0.032576643,0.58751255,-0.033950727,0.23579054
gene_name-11845,-0.42145905,0.7630862,-0.013561674,-0.42145905,-0.22059752,-0.42145905
gene_name-11846,1.2488679,0.064772226,-0.06658532,0.76211876,0.21401048,-0.39561987
gene_name-11848,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.912871
gene_name-11851,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-11852,-0.3406667,0.2861546,0.13172626,-0.3406667,-0.34066668,-0.3406667
gene_name-11853,-0.25355944,-0.25355944,0.25355944,-0.25355944,-0.25355944,-0.25355944
gene_name-11857,-0.62625563,-0.35609874,-0.021990394,1.1379385,0.20393007,0.19737527
gene_name-11868,-0.9995132,-0.6055039,0.15201773,0.7926748,-0.37106743,0.41345912
gene_name-11880,-0.40275964,0.65902495,-0.05158235,1.720033,-0.4798329,-0.4798329
gene_name-11881,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431676,-0.18257418
gene_name-11886,1.8038211,-0.3095566,0.16866477,-0.3095566,-0.3095566,-0.3095566
gene_name-11892,-0.4912914,-0.49129143,0.006843376,1.9234228,-0.4912914,0.47910985
gene_name-11893,-0.42849502,0.041588217,0.08212635,-0.42849502,0.5198762,-0.42849502
gene_name-11897,-0.20587519,-0.20587519,-0.15775138,-0.20587519,-0.2058752,0.8850044
gene_name-11899,-0.18257418,0.912871,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-11901,-0.73073316,0.31077975,0.15869424,-0.73073316,-0.13186078,-0.41545272
gene_name-11903,-0.37415624,0.22343454,0.17495932,-0.37415624,-0.37415624,-0.37415624
gene_name-11909,-0.7556874,-0.012614489,0.14974955,-0.7556874,-0.7556874,0.31905302
gene_name-11916,-0.3834716,-0.3834716,0.21990255,-0.3834716,-0.3834716,0.10723543
gene_name-11925,-0.4586799,0.070357345,-0.032112963,-0.4586799,-0.4586799,0.48466143
gene_name-11926,0.76130736,-0.25570676,-0.02147425,0.2871065,-0.5095579,0.4161815
gene_name-11927,-0.41956493,-0.4195649,0.058758356,-0.41956493,1.3844677,-0.4195649
gene_name-11928,-0.66374886,-0.21610236,-0.039613407,1.0931716,1.0433449,-0.37694883
gene_name-11931,-0.1825742,0.9128709,-0.18257421,-0.1825742,-0.1825742,-0.1825742
gene_name-11935,-0.31951928,0.22598724,-0.31951922,-0.31951928,1.0714743,0.21749377
gene_name-11941,-0.20057268,-0.0908638,-0.20057271,-0.20057268,1.6223059,-0.20057268
gene_name-11945,-0.4826775,-0.35601786,0.027900677,2.075702,-0.4826775,0.24331751
gene_name-11949,-0.6641784,0.045925666,0.13253151,-0.6641784,-0.6641784,0.22065815
gene_name-11951,-0.3780322,-0.3780322,0.043133926,1.8616816,-0.3780322,0.17871991
gene_name-11958,1.5392957,1.1209176,-0.06485588,-0.6856717,-0.6856716,-0.6856717
gene_name-11959,-1.0693582,0.3779357,0.20155099,-1.0693582,0.10839721,-0.6198837
gene_name-11977,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-11978,-0.18257418,-0.18257418,0.18257411,-0.18257418,-0.1825742,-0.18257418
gene_name-11989,-1.0659162,-0.113512754,-0.050846037,0.37261632,-0.541262,0.72946805
gene_name-11990,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-11991,-0.83724886,-0.5616446,0.49285513,-0.83724886,-0.83724886,-0.07967186
gene_name-11993,-0.1825742,-0.1825742,-0.18257421,-0.1825742,-0.1825742,0.912871
gene_name-11997,-0.18257418,-0.18257418,-0.1825742,-0.18257418,1.6431675,-0.18257418
gene_name-12000,-0.18257418,-0.18257418,0.18257408,-0.18257418,-0.1825742,-0.18257418
gene_name-12019,3.4817932,-0.27572447,-0.2022123,-0.41890225,-0.41890225,0.52112454
gene_name-12021,1.2713726,0.025827218,0.08429411,0.34066266,0.14817554,-0.6900219
gene_name-12022,-0.24813771,0.24569106,-0.24813771,-0.24813771,-0.24813771,0.7468597
gene_name-12024,-0.2504655,0.7312418,-0.07677022,-0.2504655,-0.2504655,-0.2504655
gene_name-12026,-0.25912985,-0.25912985,0.1480983,-0.25912985,-0.25912985,0.07396477
gene_name-12028,-0.78777134,0.10276562,0.051481113,0.04299537,-0.3348396,0.09265001
gene_name-12031,-0.31362784,-0.31362784,0.16038856,-0.31362784,-0.31362784,0.14609024
gene_name-12040,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.9128709
gene_name-12046,-0.6831329,-0.28533554,0.27739048,-0.6831329,-0.06399524,-0.23518553
gene_name-12048,3.046649,-0.3535493,-0.3895683,-0.38956827,-0.38956824,1.2245791
gene_name-12049,-0.18257418,-0.18257418,-0.1825742,-0.18257418,-0.1825742,0.91287076
gene_name-12057,-0.5851846,0.69362944,-0.041808773,0.9738917,-0.10126662,-0.5851846
gene_name-12059,-0.1825742,-0.1825742,0.18257414,-0.1825742,-0.1825742,-0.1825742
gene_name-12063,-0.18257418,0.9128709,-0.1825742,-0.18257418,-0.1825742,-0.18257418
gene_name-12065,-0.44198424,-0.44198424,0.09808774,-0.44198424,-0.44198427,0.58970547
gene_name-12066,-0.26093355,1.3046677,-0.26093358,-0.26093355,-0.26093355,-0.26093355
gene_name-12067,-0.18257418,-0.18257418,0.18257414,-0.18257418,-0.1825742,-0.18257418
gene_name-12072,-0.63079345,-0.2792583,-0.18620525,-0.63079345,1.0093021,0.48461008
gene_name-12081,-0.52711564,-0.118453145,-0.0018266519,-0.52711564,-0.52711564,0.65104866
gene_name-12086,-0.43367255,0.47634363,-0.21265945,-0.43367255,-0.43367255,0.59530765
gene_name-12099,-0.43694735,-0.43694735,0.24346174,-0.43694735,0.53048056,-0.43694735
gene_name-12103,-0.1825742,-0.1825742,0.18257411,-0.1825742,-0.1825742,-0.1825742
gene_name-12104,-0.20750289,-0.20750289,-0.15574814,-0.20750289,-0.20750289,0.8822503
gene_name-12109,-0.19845879,-0.19845879,0.19845885,-0.19845879,-0.19845879,-0.19845879
gene_name-12110,-0.31709146,-0.31709146,-0.11604249,-0.31709146,1.0833901,0.14202157
gene_name-12114,-0.47869074,-0.4786907,0.1872413,-0.47869074,0.5088199,-0.1968486
gene_name-12117,1.3324184,-0.028480684,-0.13453127,1.1876712,-0.07314483,-0.02805624
gene_name-12128,-0.38932762,-0.045174204,-0.12345488,2.027309,0.7954505,-0.38932762
gene_name-12132,-0.32189697,-0.32189697,-0.062347494,2.146859,-0.32189697,0.33708507
gene_name-12135,-0.7581363,-0.7581363,0.29381517,-0.7581363,-0.31404033,0.36836976
gene_name-12137,0.5515125,-0.16571832,0.120927624,0.53388727,-1.1627733,0.28351963
